FechaInicio,Prestamo,Fichas,Monto por ficha,MontoPendiente,Dias de atraso,Atraso,EmpleadoID,Monto Préstamo
14/11/2023,164736,16,6338.8325,24388.84,0,0,22969,"$89,279"
14/11/2023,164737,16,3536.3825,23293.025,15,6236.75,28178,"$49,116"
14/11/2023,164738,16,33377.987,137435.886,0,0,17261,"$457,233"
14/11/2023,164739,16,19607.8,76169.8,0,0,28221,"$276,166"
14/11/2023,164740,16,3488.4,13328,0,0,28221,"$49,132"
14/11/2023,164741,16,7106,5190.5,0,0,24702,"$100,085"
14/11/2023,164742,16,1949.9,8029,0,0,24372,"$26,711"
14/11/2023,164743,16,18739.2615,58026.773,0,0,28219,"$256,702"
14/11/2023,164744,16,7105.9405,28232.316,0,0,26816,"$97,342"
14/11/2023,164745,16,16065.0935,61846.932,0,0,25120,"$226,269"
14/11/2023,164746,16,3156.05,12995.5,0,0,27504,"$42,649"
14/11/2023,164747,16,8785.5235,32993.492,0,0,22142,"$118,723"
14/11/2023,164748,16,2468.8165,8274.588,0,0,26428,"$33,819"
14/11/2023,164749,16,21159.05,87125.5,0,0,22785,"$285,933"
14/11/2023,164750,16,37453.125,154218.75,0,0,27769,"$520,182"
14/11/2023,164751,16,12273.9065,61921.468,8,8129.895,24448,"$175,342"
14/11/2023,164752,16,12790.6895,39864.944,0,0,26641,"$180,151"
14/11/2023,164753,16,11369.6,46816,0,0,22553,"$162,423"
14/11/2023,164754,16,24988.725,94413.2,0,0,28277,"$342,311"
14/11/2023,164755,16,5938.491,24448.452,0,0,28178,"$82,479"
14/11/2023,164756,16,13307.4895,63042.917,1,5890.98,27827,"$182,294"
14/11/2023,164757,16,7558.1405,31121.216,0,0,27765,"$104,974"
14/11/2023,164758,16,18360.119,75586.168,0,0,11283,"$262,287"
14/11/2023,164759,16,9048.675,37255.05,0,0,22408,"$127,446"
14/11/2023,164760,16,10410.0435,38725.232,0,0,14668,"$146,620"
14/11/2023,164763,16,19235.5,76138.3,0,0,22098,"$263,500"
14/11/2023,164764,16,4653.75,19162.5,0,0,19415,"$64,635"
14/11/2023,164765,16,8979.332,33122.404,0,0,27459,"$126,469"
14/11/2023,164766,16,63962.5,263375,0,0,24284,"$888,368"
14/11/2023,164767,16,1401.225,5764.85,0,0,26430,"$18,935"
14/11/2023,164768,16,10189.8935,41885.732,0,0,28182,"$141,526"
14/11/2023,164769,16,4973.775,20479.9,0,0,19554,"$70,053"
14/11/2023,164770,16,11757.1065,44564.268,0,0,23096,"$158,880"
14/11/2023,164771,16,9173.1235,37700.992,0,0,27701,"$127,404"
14/11/2023,164772,16,4270.3745,21099.414,1,2511.085,15432,"$58,498"
14/11/2023,164773,16,11175.7065,44595.768,0,0,28419,"$151,023"
14/11/2023,164774,16,4870.8825,18831.435,0,0,26324,"$65,823"
14/11/2023,164775,16,4005.1745,16316.006,0,0,24702,"$54,865"
14/11/2023,164776,16,54739.541,225393.952,0,0,27818,"$739,724"
14/11/2023,164777,16,15853.775,63673.75,0,0,17261,"$214,240"
14/11/2023,164778,16,23859.5,98245,0,0,15866,"$336,049"
14/11/2023,164779,16,8648.8095,33845.77,0,0,20890,"$123,554"
14/11/2023,164780,16,10497.415,40474.98,0,0,28034,"$149,963"
14/11/2023,164781,16,6589.1405,24591.616,0,0,26398,"$92,805"
14/11/2023,164782,16,5604.866,23078.552,0,0,27640,"$75,741"
14/11/2023,164783,16,6138.649,29878.828,1,3287.17,24595,"$85,259"
14/11/2023,164784,16,12080.2,47503.4,0,0,27893,"$165,482"
14/11/2023,164785,16,10077.515,41368.88,0,0,25005,"$136,183"
14/11/2023,164786,16,15439.4,61121.9,0,0,10125,"$208,641"
14/11/2023,164787,16,40757.5,163240,0,0,13119,"$558,322"
14/11/2023,164788,16,18366.9445,75622.204,0,0,24686,"$248,202"
14/11/2023,164789,16,8074.932,33249.104,0,0,20936,"$109,121"
14/11/2023,164790,16,10142.1405,33368.216,0,0,25007,"$138,933"
14/11/2023,164791,16,13649.4275,56196.98,0,0,28254,"$194,992"
14/11/2023,164792,16,16779,69090,0,0,24527,"$226,743"
14/11/2023,164793,16,14211.881,58518.432,0,0,24886,"$200,167"
14/11/2023,164794,16,4670.7245,19228.706,0,0,14668,"$63,983"
14/11/2023,164796,16,2602.275,10714.9,0,0,21450,"$37,175"
14/11/2023,164797,16,3603.15,13579.3,0,0,27089,"$49,358"
14/11/2023,164798,16,4136.9415,14194.502,0,0,18287,"$56,670"
14/11/2023,164799,16,19443.733,80062.304,0,0,27689,"$277,768"
14/11/2023,164800,16,3603.1075,14828.24,0,0,26652,"$50,043"
14/11/2023,164801,16,19607.9785,80738.175,0,0,26150,"$272,333"
14/11/2023,164802,16,34277.1,140445.2,0,0,21421,"$469,549"
14/11/2023,164803,16,20408.5,84035,0,0,24652,"$279,568"
14/11/2023,164804,16,5337.9745,21979.832,0,0,27104,"$75,183"
14/11/2023,164805,16,13586.4,55944,0,0,11632,"$186,115"
14/11/2023,164806,16,12144.8,50008,0,0,22785,"$164,119"
15/11/2023,164807,16,14954.1775,52918.53,0,0,26980,"$204,852"
15/11/2023,164808,16,8718.1015,35842.408,0,0,27810,"$122,790"
15/11/2023,164809,16,1410.15,4971.001,0,0,26534,"$20,145"
15/11/2023,164810,16,3402.9495,22127.364,14,5796.585,21401,"$47,263"
15/11/2023,164811,16,4069.766,16757.552,0,0,27100,"$58,140"
15/11/2023,164812,16,8583.3,35343,0,0,28271,"$115,991"
15/11/2023,164813,16,12209.3065,50272.768,0,0,16411,"$169,574"
15/11/2023,164814,16,4937.616,22475.18,0,1531.3,21569,"$70,537"
15/11/2023,164815,16,6621.449,25393.928,0,0,27580,"$91,965"
15/11/2023,164816,16,4603.991,15550.752,0,0,24886,"$63,944"
15/11/2023,164817,16,12661.5065,52058.468,0,0,27517,"$171,101"
15/11/2023,164818,16,4102.0575,16890.44,0,0,22181,"$57,775"
15/11/2023,164819,16,19571.369,137703.37,21,40796.7,27091,"$271,825"
15/11/2023,164820,16,12015.6,49466.2,0,0,27689,"$166,883"
15/11/2023,164821,16,6138.6575,17701.46,0,0,26349,"$86,460"
15/11/2023,164822,16,10756.5375,44213.4,0,0,21504,"$153,665"
15/11/2023,164823,16,7751.932,30626.204,0,0,27619,"$107,666"
15/11/2023,164824,16,10723.515,41810.16,0,0,28111,"$153,193"
15/11/2023,164825,16,14844.5275,53520.18,0,0,4553,"$206,174"
15/11/2023,164826,16,17498.253,72051.406,0,0,28343,"$246,454"
15/11/2023,164827,16,9947.55,40960.5,0,0,24757,"$140,106"
15/11/2023,164828,16,7170.5745,28475.853,0,0,27585,"$100,994"
15/11/2023,164829,16,20104.2,82782,0,0,27531,"$283,158"
15/11/2023,164830,16,9431.6,38836,0,0,27074,"$127,454"
15/11/2023,164831,16,3626.117,13597.724,0,0,26215,"$50,363"
15/11/2023,164832,16,2830.517,8750.924,0,0,26724,"$39,866"
15/11/2023,164833,16,15363.8435,48441.232,0,0,22766,"$216,392"
15/11/2023,164834,16,3603.133,14836.332,0,0,28226,"$48,691"
16/11/2023,164835,16,5204.516,20352.752,0,0,19627,"$74,350"
15/11/2023,164836,16,35775.225,147309.75,0,0,21153,"$503,876"
15/11/2023,164837,16,8114.1765,33404.308,0,0,22225,"$109,651"
15/11/2023,164838,16,16447.602,59387.944,0,0,21504,"$222,265"
15/11/2023,164839,16,5704.9365,23488.745,0,0,26324,"$77,094"
15/11/2023,164840,16,7881.149,29957.172,0,0,27027,"$112,588"
15/11/2023,164841,16,4870.908,18128.376,0,0,17226,"$68,604"
15/11/2023,164842,16,4403.8075,18132.94,0,0,25118,"$62,912"
15/11/2023,164843,16,12080.1065,82287.968,21,23247.395,27656,"$165,481"
15/11/2023,164844,16,11070.502,39895.744,0,0,12315,"$153,757"
15/11/2023,164845,16,8720.9405,34369.216,0,0,22225,"$119,465"
15/11/2023,164846,16,7235.1405,28642.516,0,0,21482,"$97,772"
15/11/2023,164847,16,3936.7495,3036.264,0,0,25008,"$55,447"
15/11/2023,164848,16,14987.098,61710.656,0,0,27026,"$214,101"
15/11/2023,164849,16,28224.675,74100.6,0,0,26793,"$392,009"
15/11/2023,164850,16,22152.037,109451.664,0,13026.71,28065,"$299,352"
15/11/2023,164851,16,10531.1345,43360.184,0,0,22516,"$150,445"
15/11/2023,164852,16,6653.749,25099.928,0,0,22767,"$95,054"
15/11/2023,164853,16,5538.1155,22802.815,0,0,6997,"$78,002"
15/11/2023,164854,16,3202.7745,12226.235,0,0,24272,"$45,110"
15/11/2023,164855,16,8359.4695,32947.404,0,0,28108,"$114,513"
15/11/2023,164856,16,9237.732,35799.904,0,0,17025,"$128,302"
17/11/2023,164857,16,24573.5,101178,0,0,28405,"$351,050"
15/11/2023,164858,16,6438.7755,41720.336,14,10862.665,25150,"$87,010"
15/11/2023,164859,16,9302.3235,37960.692,0,0,24960,"$127,429"
15/11/2023,164861,16,1668.125,6868.4,0,0,26469,"$23,168"
15/11/2023,164862,16,4670.7075,17934.14,0,0,16411,"$64,871"
15/11/2023,164863,16,3736.5745,15385.664,0,0,25118,"$51,186"
15/11/2023,164864,16,16557.15,69233.15,0,754.75,26560,"$223,745"
15/11/2023,164865,16,2935.9,14671.65,7,1844.75,24403,"$41,351"
15/11/2023,164866,16,10315.6935,42469.532,0,0,24299,"$147,367"
15/11/2023,164867,16,47957,187250,0,0,28344,"$685,100"
15/11/2023,164868,16,12015.5065,96765.368,28,33778.395,27912,"$164,596"
15/11/2023,164869,16,11107.052,45375.96,0,0,24200,"$150,095"
15/11/2023,164870,16,11215.6565,46181.268,0,0,21371,"$153,639"
15/11/2023,164871,16,7106,29260,0,0,16080,"$101,514"
15/11/2023,164872,16,17187.9945,70767.704,0,0,23085,"$245,543"
15/11/2023,164873,16,12524.325,50282.4,0,0,26320,"$171,566"
15/11/2023,164874,16,9431.6,46590.964,0,5539.26,28289,"$127,454"
15/11/2023,164875,16,8074.949,27817.328,0,0,12465,"$110,616"
15/11/2023,164876,16,16256.352,65661.344,0,0,22674,"$222,690"
15/11/2023,164877,16,11369.5065,44854.845,0,0,26853,"$160,134"
15/11/2023,164878,16,6492.2575,25341.54,0,0,26579,"$90,170"
15/11/2023,164879,16,2402.0915,6425.888,0,0,26693,"$32,461"
15/11/2023,164880,16,5871.7575,30277.24,7,4356.725,24652,"$82,701"
15/11/2023,164881,16,8656.4,35644,0,0,27480,"$121,921"
15/11/2023,164882,16,19732.0615,81243.428,0,0,10399,"$277,916"
15/11/2023,164883,16,23157.2895,87567.844,0,0,26515,"$330,818"
15/11/2023,164884,16,10078.875,40503.4,0,0,27754,"$138,067"
15/11/2023,164885,16,6459.932,26599.104,0,0,26359,"$88,492"
15/11/2023,164886,16,10529.715,42396.48,0,0,24757,"$144,243"
15/11/2023,164887,16,42066.1685,173210.632,0,0,26703,"$576,249"
15/11/2023,164888,16,6082.3365,25044.915,0,0,12310,"$84,477"
15/11/2023,164889,16,39370.453,162101.716,0,0,24828,"$546,812"
15/11/2023,164890,16,4670.7075,19161.94,0,0,21447,"$65,785"
15/11/2023,164891,16,3482.892,14078.624,0,0,26529,"$47,066"
15/11/2023,164892,16,10335.9235,41018.992,0,0,27704,"$143,554"
15/11/2023,164893,16,8462.515,33395.18,0,0,22820,"$114,358"
15/11/2023,164894,16,16070.95,63970.2,0,0,10125,"$220,150"
15/11/2023,164895,16,6965.75,34209,0,3947.5,11632,"$94,132"
15/11/2023,164896,16,2704.7,11137,0,0,27555,"$38,639"
15/11/2023,164897,16,8388.225,33815.95,0,0,27317,"$116,503"
15/11/2023,164898,16,14599.498,58459.856,0,0,22933,"$202,771"
15/11/2023,164899,16,6071.9495,29993.264,0,3565.085,26861,"$82,053"
15/11/2023,164900,16,5204.5075,19497.24,0,0,26161,"$73,303"
15/11/2023,164901,16,3290.3585,11379.312,0,0,28320,"$44,464"
15/11/2023,164902,16,3651.192,15030.624,0,0,28299,"$49,340"
15/11/2023,164903,16,19856.1615,73446.128,0,0,26693,"$283,659"
16/11/2023,164904,16,18118.7615,68686.128,0,0,28405,"$248,202"
15/11/2023,164905,16,34996.2,143331.3,0,0,28044,"$479,400"
15/11/2023,164906,16,16009.036,64196.692,0,0,28341,"$219,302"
15/11/2023,164908,16,9431.532,36627.36,0,0,26419,"$132,838"
15/11/2023,164909,16,25045.386,100801.792,0,0,15432,"$343,087"
15/11/2023,164910,16,13804,56840,0,0,22435,"$186,541"
15/11/2023,164911,16,20973.886,86356.592,0,0,24806,"$283,431"
15/11/2023,164912,16,4603.9825,17688.265,0,0,27209,"$64,845"
15/11/2023,164915,16,15172.5,62475,0,0,27589,"$205,034"
15/11/2023,164916,16,13372.2,55062,0,0,19571,"$185,725"
15/11/2023,164917,16,6697.575,27577.9,0,0,27095,"$95,680"
15/11/2023,164918,16,5004.341,24723.552,0,2941.03,27827,"$68,553"
15/11/2023,164919,16,4670.716,17884.552,0,0,11677,"$65,785"
15/11/2023,164920,16,7925.4,39160.8,0,4662,27457,"$113,220"
15/11/2023,164921,16,11699.4935,45569.132,0,0,28343,"$160,267"
15/11/2023,164922,16,11627.9065,43202.768,0,0,22766,"$163,773"
15/11/2023,164923,16,3961.85,26101.6,14,6991.5,24692,"$55,026"
15/11/2023,164924,16,5538.1325,22794.24,0,0,26670,"$74,840"
15/11/2023,164925,16,35895.075,147803.25,0,0,27594,"$491,713"
15/11/2023,164926,16,10013,56318.5,7,10777.5,28179,"$135,311"
15/11/2023,164927,16,21165.136,87149.356,0,0,14668,"$289,933"
15/11/2023,164928,16,6757.5425,27825.175,0,0,21550,"$96,536"
15/11/2023,164929,16,3936.775,19450.2,0,2314.25,24970,"$55,448"
15/11/2023,164930,16,4069.7575,12465.04,0,0,27134,"$55,750"
15/11/2023,164931,16,12661.5065,45071.768,0,0,24757,"$171,101"
15/11/2023,164932,16,3836.9255,15788.136,0,0,26529,"$51,850"
15/11/2023,164934,16,4403.816,14932.302,0,0,28293,"$59,511"
15/11/2023,164935,16,13235.0015,56954.408,0,1755.245,24461,"$178,851"
15/11/2023,164936,16,12391.402,61221.944,0,7284.66,21842,"$167,451"
15/11/2023,164937,16,18987.453,71589.616,0,0,27884,"$267,429"
15/11/2023,164938,16,25245.1615,103936.728,0,0,11283,"$360,645"
15/11/2023,164939,16,7945.732,30006.704,0,0,28273,"$111,912"
15/11/2023,164940,16,7235.1405,29581.216,0,0,27665,"$100,488"
15/11/2023,164941,16,6782.949,25043.228,0,0,26994,"$91,661"
15/11/2023,164942,16,28524.0705,117449.976,0,0,27555,"$385,460"
15/11/2023,164943,16,8531.943,34078.296,0,0,28289,"$118,499"
15/11/2023,164944,16,44684.126,183990.072,0,0,21780,"$612,111"
15/11/2023,164945,16,14184.8,58373.7,0,0,16070,"$197,011"
15/11/2023,164946,16,17436.05,70745.5,0,0,28455,"$238,850"
15/11/2023,164947,16,5337.966,20824.552,0,0,24595,"$73,123"
15/11/2023,164948,16,6608.3675,27207.46,0,0,24299,"$90,526"
15/11/2023,164949,16,21993.886,92713.068,0,1535.72,27209,"$297,215"
15/11/2023,164950,16,24396.275,94682.35,0,0,26868,"$338,837"
15/11/2023,164952,16,30022.2125,123620.35,0,0,25113,"$422,848"
15/11/2023,164953,16,17471.41,86326.52,0,10275.3,26383,"$239,334"
15/11/2023,164954,16,9754.5235,55655.355,7,11064.05,27837,"$139,350"
15/11/2023,164955,16,10917.298,74825.856,21,21337.34,24919,"$155,961"
15/11/2023,164956,16,7493.549,28006.328,0,0,27999,"$105,543"
15/11/2023,164957,16,2602.2495,10711.064,0,0,27217,"$36,142"
15/11/2023,164958,16,5471.4075,18018.84,0,0,24410,"$77,062"
15/11/2023,164959,16,18118.753,74600.316,0,0,20928,"$244,848"
15/11/2023,164960,16,8462.5405,34845.216,0,0,28275,"$119,191"
15/11/2023,164961,16,3736.5915,12667.788,0,0,26552,"$52,628"
15/11/2023,164962,16,23330.8,93858.1,0,0,27893,"$328,603"
15/11/2023,164963,16,10206.8,50251.6,0,5874,12310,"$143,758"
15/11/2023,164964,16,3736.6,13587.7,0,0,27773,"$52,628"
15/11/2023,164965,16,57596,230230,0,0,24710,"$788,986"
15/11/2023,164966,16,34696.575,181077.75,7,27292.5,12216,"$475,296"
15/11/2023,164967,16,8785.5405,32513.516,0,0,14509,"$120,350"
15/11/2023,164968,16,11304.915,46548.88,0,0,20936,"$152,769"
15/11/2023,164969,16,8914.7405,34783.056,0,0,22412,"$123,816"
15/11/2023,164970,16,4029.017,16576.224,0,0,26312,"$55,959"
15/11/2023,164971,16,7364.4,36388.8,0,4332,26220,"$99,519"
15/11/2023,164972,16,25288.1545,104125.924,0,0,22785,"$356,171"
15/11/2023,164973,16,2068.475,8577.1,0,42.75,24907,"$27,952"
15/11/2023,164974,16,21965.8955,83222.776,0,0,24596,"$309,379"
15/11/2023,164975,16,3503.037,14421.54,0,0,22060,"$50,043"
15/11/2023,164976,16,2602.275,10711.4,0,0,28343,"$35,166"
15/11/2023,164977,16,7881.132,31592.26,0,0,25005,"$112,588"
15/11/2023,164978,16,45339,186690,0,0,11386,"$621,082"
15/11/2023,164979,16,2468.825,7424.55,0,0,22943,"$34,772"
15/11/2023,164980,16,7493.5405,30803.416,0,0,25107,"$102,651"
15/11/2023,164981,16,5805.0325,22388.94,0,0,15424,"$79,521"
15/11/2023,164982,16,36374.475,149777.25,0,0,22543,"$512,317"
15/11/2023,164983,16,16957.602,64474.144,0,0,22807,"$235,522"
15/11/2023,164984,16,2335.375,11138.75,0,1087.5,22969,"$31,559"
15/11/2023,164985,16,10097.286,38203.592,0,0,27708,"$142,215"
15/11/2023,164986,16,6524.5575,26216.54,0,0,24575,"$90,619"
15/11/2023,164987,16,13901.019,60771.368,0,2522.77,26423,"$193,070"
16/11/2023,164988,16,8680.2765,36512.182,0,0,25047,"$124,004"
15/11/2023,164989,16,4603.991,18949.042,0,0,14406,"$62,216"
15/11/2023,164990,16,7446.0595,30449.384,0,0,22519,"$103,417"
15/11/2023,164991,16,8010.332,31165.904,0,0,26383,"$114,433"
15/11/2023,164992,16,2335.3495,9615.564,0,0,27344,"$32,892"
15/11/2023,164993,16,2068.475,8517.25,0,0,27023,"$28,335"
15/11/2023,164994,16,12855.3065,63519.568,0,7561.395,21553,"$183,647"
15/11/2023,164995,16,15886.5,65415,0,0,24531,"$220,646"
15/11/2023,164996,16,18768.952,74541.656,0,0,28178,"$268,128"
15/11/2023,164997,16,8268.7235,40816.692,0,4835.005,24638,"$118,125"
15/11/2023,164998,16,4270.383,20075.776,0,1779.89,27592,"$57,708"
15/11/2023,164999,16,10561.25,42140,0,0,27896,"$150,875"
15/11/2023,165000,16,14147.2895,58252.908,0,0,26514,"$202,104"
15/11/2023,165001,16,8010.3065,30865.268,0,0,27726,"$112,821"
15/11/2023,165002,16,25117.67,103422.48,0,0,27592,"$348,857"
15/11/2023,165003,16,34007.4375,134637.3,0,0,22519,"$472,326"
15/11/2023,165005,16,11364.5,46417,0,0,13119,"$160,063"
15/11/2023,165006,16,3536.4165,13717.788,0,0,22651,"$49,809"
15/11/2023,165007,16,1734.85,6486.2,0,0,28066,"$24,095"
15/11/2023,165008,16,11510.7,47397,0,0,22939,"$157,681"
15/11/2023,165009,16,44149,181790,0,0,26220,"$613,181"
15/11/2023,165010,16,12475.11,50249.5,0,0,28328,"$173,265"
15/11/2023,165011,16,6405.566,26375.202,0,0,27095,"$87,747"
15/11/2023,165012,16,45041.5,185465,0,0,22756,"$634,387"
15/11/2023,165013,16,6632.55,30723.7,0,2438,28341,"$89,629"
15/11/2023,165014,16,24735.1615,102065.628,0,153.545,28276,"$353,359"
15/11/2023,165015,16,5372.034,30900.492,7,6271.68,24455,"$75,662"
15/11/2023,165016,16,2802.433,10839.276,0,0,27405,"$38,923"
15/11/2023,165017,16,3536.3995,13402.914,0,0,25118,"$48,444"
15/11/2023,165018,16,27445.65,101453.8,0,0,26980,"$375,968"
15/11/2023,165019,16,5739.676,23630.572,0,0,10399,"$80,841"
15/11/2023,165020,16,16383.852,64833.244,0,0,23085,"$234,055"
15/11/2023,165021,16,4737.4495,17201.464,0,0,27472,"$65,798"
17/11/2023,165022,16,5071.0745,29018.864,5,2829.85,28337,"$69,467"
15/11/2023,165023,16,7390.75,30432.5,0,0,16080,"$105,582"
15/11/2023,165024,16,15427.5765,43875.608,0,0,22870,"$217,290"
15/11/2023,165025,16,5204.5075,19127.64,0,0,28230,"$74,350"
15/11/2023,165026,16,8059.9125,33186.825,0,0,21450,"$113,520"
15/11/2023,165027,16,15610.4625,58333.8,0,0,12539,"$223,007"
15/11/2023,165028,16,5671.574,21847.63,0,0,27743,"$79,881"
15/11/2023,165029,16,14857.881,61010.432,0,0,11677,"$200,782"
15/11/2023,165030,16,3402.975,13758.85,0,0,26164,"$48,614"
15/11/2023,165031,16,12855.298,52932.656,0,0,22933,"$183,647"
15/11/2023,165032,16,6005.2075,29672.44,0,3532.225,24970,"$83,406"
15/11/2023,165033,16,28404.246,113904.56,0,0,15432,"$383,841"
15/11/2023,165034,16,10917.315,40969.166,0,0,28283,"$151,629"
15/11/2023,165035,16,25647.9,94424.4,0,0,22269,"$361,238"
15/11/2023,165036,16,22440.1615,88830.728,0,0,25076,"$307,399"
15/11/2023,165037,16,43613.5,179585,0,0,27250,"$623,050"
15/11/2023,165038,16,63665,262150,0,0,12855,"$909,500"
15/11/2023,165039,16,4337.091,17858.302,0,0,25118,"$61,086"
15/11/2023,165040,16,11111.1065,70309.568,14,17541.395,14509,"$150,150"
15/11/2023,165041,16,14534.898,59848.656,0,0,22971,"$207,641"
15/11/2023,165042,16,4203.675,17308.55,0,0,26493,"$59,207"
15/11/2023,165043,16,33071.8595,136177.342,0,0,24334,"$459,331"
15/11/2023,165044,16,5604.849,27557.628,0,3199.17,27002,"$75,741"
15/11/2023,165045,16,57834,238140,0,0,24372,"$826,200"
15/11/2023,165046,16,14655.8275,60340.98,0,0,24757,"$200,765"
15/11/2023,165047,16,7862.568,31405.696,0,0,16411,"$112,322"
15/11/2023,165048,16,3002.608,11067.161,0,0,22971,"$42,894"
15/11/2023,165049,16,3669.858,13534.276,0,0,27754,"$49,593"
15/11/2023,165050,16,8485.55,34938.4,0,0,27555,"$117,855"
15/11/2023,165051,16,14741.55,60700.5,0,0,17197,"$201,939"
15/11/2023,165052,16,10658.932,43532.104,0,0,24193,"$150,126"
15/11/2023,165053,16,8591.7405,35377.216,0,0,24732,"$122,739"
15/11/2023,165054,16,39567.5,156163,0,0,22005,"$565,250"
15/11/2023,165055,16,5739.676,23630.572,0,0,26875,"$80,841"
15/11/2023,165056,16,8617.385,34073.97,0,0,22126,"$118,046"
15/11/2023,165057,16,4528.834,17778.264,0,0,21756,"$64,698"
15/11/2023,165058,16,6405.549,36009.428,7,6881.17,25051,"$90,219"
15/11/2023,165059,16,4604.0165,16774.415,0,0,27585,"$65,772"
15/11/2023,165060,16,32239.3865,131851.328,0,0,16762,"$447,769"
15/11/2023,165061,16,22462.2955,95729.088,0,2312.345,27000,"$311,976"
15/11/2023,165062,16,7622.732,37503.704,0,4368.56,26552,"$105,871"
15/11/2023,165063,16,2468.825,8416.8,0,0,27223,"$33,363"
15/11/2023,165064,16,5297.1745,20941.564,0,0,28256,"$73,572"
15/11/2023,165065,16,3736.5915,11140.738,0,0,24533,"$50,494"
15/11/2023,165066,16,22907.5,91920.5,0,0,24452,"$327,250"
15/11/2023,165067,16,7422.268,30046.296,0,0,21450,"$106,032"
15/11/2023,165068,16,5938.4825,29336.65,0,3488.625,17025,"$80,250"
15/11/2023,165069,16,7458.801,30709.322,0,0,15288,"$105,054"
15/11/2023,165070,16,2735.7165,11095.238,0,0,26370,"$39,082"
15/11/2023,165071,16,5471.399,21550.228,0,0,26652,"$78,163"
15/11/2023,165072,16,6976.749,28718.928,0,0,26815,"$95,572"
15/11/2023,165073,16,9103.5,37471,0,0,26150,"$130,050"
15/11/2023,165074,16,2802.45,9825.2,0,0,23095,"$37,871"
15/11/2023,165075,16,10142.132,35631.904,0,0,13094,"$142,847"
15/11/2023,165076,16,8539.2445,35155.204,0,0,10257,"$121,989"
15/11/2023,165077,16,4070.1995,11706.464,0,0,27739,"$55,756"
15/11/2023,165078,16,5337.9575,19795.44,0,0,22870,"$74,138"
15/11/2023,165079,16,9689.9065,34039.768,0,0,22139,"$132,738"
15/11/2023,165080,16,1668.125,6110.3,0,0,28341,"$23,495"
15/11/2023,165081,16,6782.949,27926.528,0,0,24709,"$91,661"
15/11/2023,165082,16,8591.732,35146.16,0,0,26529,"$117,695"
15/11/2023,165083,16,3536.3995,13940.864,0,0,26849,"$49,808"
15/11/2023,165084,16,11046.5065,41477.268,0,0,22971,"$157,807"
15/11/2023,165085,16,8075,33250,0,0,26308,"$109,122"
15/11/2023,165086,16,7622.7405,32238.416,0,607.615,24694,"$105,871"
15/11/2023,165087,16,29902.575,114868.25,0,0,22922,"$421,163"
15/11/2023,165088,16,5252.201,21430.472,0,0,28271,"$71,948"
15/11/2023,165089,16,9463.815,33231.38,0,0,26552,"$135,197"
15/11/2023,165090,16,3936.7665,14316.988,0,0,28111,"$56,240"
15/11/2023,165091,16,4437.1785,17618.405,0,0,26297,"$63,388"
15/11/2023,165092,16,5640.6425,27755.56,0,3235.275,28070,"$76,225"
15/11/2023,165093,16,4403.8245,34270.264,28,11526.335,28342,"$61,164"
15/11/2023,165094,16,9948.315,37128.98,0,0,28311,"$138,171"
15/11/2023,165095,16,5671.5825,23349.725,0,0,28058,"$77,693"
15/11/2023,165096,16,7945.7405,54333.216,21,15439.615,24688,"$113,511"
15/11/2023,165097,16,9057.6,37296,0,0,10125,"$122,400"
15/11/2023,165098,16,6137,23450,0,0,10681,"$84,068"
15/11/2023,165100,16,10012.9235,33983.292,0,0,19547,"$141,027"
15/11/2023,165101,16,6887.6095,28356.384,0,0,20825,"$95,661"
15/11/2023,165102,16,31400.462,129293.864,0,0,28406,"$424,331"
15/11/2023,165103,16,22462.2955,92491.805,0,0,24776,"$307,703"
16/11/2023,165104,16,17021.352,77716.744,0,0,11167,"$230,018"
15/11/2023,165105,16,10981.9065,43139.768,0,0,6997,"$156,884"
15/11/2023,165106,16,2201.9165,8104.138,0,0,25120,"$31,013"
15/11/2023,165107,16,8850.149,42347.228,0,4218.17,12539,"$124,650"
15/11/2023,165108,16,18177.25,72362.5,0,0,24886,"$259,675"
15/11/2023,165109,16,7041.349,28993.454,0,0,27104,"$97,797"
15/11/2023,165110,16,8428.6,34706,0,0,27480,"$115,460"
15/11/2023,165111,16,18987.4615,75650.428,0,0,22126,"$263,715"
15/11/2023,165112,16,9749.5765,36993.208,0,0,21504,"$131,751"
15/11/2023,165113,16,33078.6,134979.6,0,0,26560,"$453,132"
15/11/2023,165114,16,4633.3755,18862.396,0,0,22924,"$64,352"
15/11/2023,165115,16,13113.681,53856.222,0,0,21482,"$184,700"
15/11/2023,165116,16,8089.8155,30881.116,0,0,28367,"$109,322"
15/11/2023,165117,16,5805.0325,23303.84,0,0,22751,"$79,521"
16/11/2023,165119,16,7622.749,30027.928,0,0,28341,"$104,421"
16/11/2023,165120,16,7945.7405,27241.816,0,0,26514,"$108,846"
16/11/2023,165121,16,4136.933,13693.176,0,0,12315,"$59,099"
16/11/2023,165122,16,8299.5445,34173.804,0,0,27073,"$115,271"
16/11/2023,165123,16,14467.119,70396.368,0,0,27687,"$195,502"
16/11/2023,165124,16,7493.5405,36151.416,0,0,26158,"$105,543"
16/11/2023,165125,16,13953.481,37899.232,0,0,25134,"$193,798"
16/11/2023,165126,16,2350.25,11613,0,0,26815,"$33,575"
16/11/2023,165127,16,4470.558,14815.276,0,0,26552,"$60,413"
16/11/2023,165129,16,2668.983,10839.976,0,0,21619,"$37,069"
